Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Type.I.diabetes.mellitus	0.000818868	0.000720842	0.000783591	0.000973324	0.000932261	0.000705745	0.00074303	0.000870874	0.000726162	0.000788508	0.000952827	0.000747506	0.000915579	0.000954035	0.000673928	0.000762144	0.000710515	0.000727313	0.000789474	0.000643633	0.00077337	0.000635338	0.000700545	0.000611075	0.000502075	0.000570692	0.000462292	0.000453902	0.000518191	0.000524208	0.000543173	0.000700411	0.000718657	0.000516719	0.000519382	0.000554068	0.00063089	0.000498578	0.000651802	0.000553711	0.000513742	0.000607243	0.000473847	0.000624025	0.000537209	0.000653744	0.00062386	0.000567597	0.000639215	0.000566693	0.000520513
Epstein.Barr.virus.infection	4.09E-05	3.43E-05	2.75E-05	4.69E-05	4.75E-05	2.63E-05	6.40E-05	2.10E-05	3.73E-05	6.69E-05	4.22E-05	9.06E-05	0.000155117	0.000624056	0.000152386	9.92E-05	0.000173434	6.83E-05	2.83E-05	0.000125013	3.90E-05	1.87E-05	9.48E-05	1.90E-05	1.03E-06	2.70E-07	9.20E-07	3.72E-06	1.16E-06	2.58E-07	1.19E-06	1.87E-05	6.93E-06	4.04E-07	3.09E-07	7.88E-05	3.21E-06	3.28E-08	1.21E-05	1.16E-06	8.13E-07	4.15E-06	3.67E-08	7.64E-06	2.33E-07	1.09E-06	7.97E-06	6.25E-06	3.73E-06	2.00E-06	1.44E-06
Chlorocyclohexane.and.chlorobenzene.degradation	2.67E-05	4.77E-05	2.69E-05	1.96E-05	2.44E-05	2.12E-05	2.06E-05	5.06E-05	3.43E-05	2.31E-05	2.72E-05	1.65E-05	2.69E-05	2.94E-05	2.45E-05	2.53E-05	2.17E-05	2.55E-05	2.02E-05	2.64E-05	1.89E-05	3.21E-05	2.06E-05	4.87E-05	1.49E-05	1.68E-05	6.83E-05	6.21E-05	4.99E-05	3.06E-05	1.64E-05	4.49E-05	5.02E-05	4.42E-05	4.02E-05	8.79E-05	1.80E-05	2.17E-05	3.00E-05	2.67E-05	1.68E-05	3.13E-05	9.75E-05	3.33E-05	2.52E-05	3.48E-05	2.37E-05	3.58E-05	2.25E-05	3.47E-05	3.29E-06
Pyrimidine.metabolism	0.029314719	0.028152359	0.029770111	0.031861734	0.030276175	0.029253074	0.028796472	0.029259538	0.031891795	0.029187502	0.030992256	0.029162895	0.029567981	0.028886521	0.028321505	0.028903727	0.028160597	0.027182882	0.026730297	0.025949239	0.026619062	0.026724168	0.028446614	0.02571133	0.02511154	0.024327905	0.023393538	0.020879674	0.0244225	0.024270435	0.024567376	0.026710591	0.026118766	0.024096349	0.024174409	0.027401673	0.026700498	0.024180488	0.026588881	0.026539857	0.023989627	0.025971133	0.020984851	0.027792812	0.024748996	0.027321935	0.02609653	0.025115389	0.026196622	0.023382452	0.0245041
Ubiquinone.and.other.terpenoid.quinone.biosynthesis	0.000839563	0.000723859	0.000642123	0.000501803	0.000654121	0.000521638	0.000711558	0.000606639	0.000547107	0.000532799	0.000694026	0.0003707	0.000456339	0.00032885	0.000511137	0.000583651	0.000655912	0.000701865	0.000844339	0.000819829	0.000848186	0.000929172	0.000545517	0.000697556	0.00028466	0.000607879	0.001394193	0.001519217	0.000244646	0.000952506	0.000874605	0.000454877	0.00057506	0.000910265	0.000769755	0.001094689	0.000705638	0.001102541	0.000532341	0.00063077	0.001391407	0.000739706	0.001897238	0.000467665	0.00104996	0.000576383	0.000679241	0.000927439	0.00079771	0.000789514	0.000336654
Glutamatergic.synapse	0.000410946	0.000420735	0.00043799	0.00042199	0.000431886	0.000448326	0.000436101	0.000389452	0.000415787	0.000445162	0.000405915	0.000442196	0.000397519	0.000465282	0.000440922	0.000438989	0.000455518	0.000461993	0.000458665	0.000442435	0.000397631	0.000433902	0.000401134	0.00044158	0.000360674	0.000407709	0.000360934	0.000323609	0.000372744	0.000353655	0.000412755	0.000411053	0.000435509	0.000352696	0.000388886	0.000366189	0.000385328	0.000370712	0.000405436	0.000384743	0.000333104	0.000364033	0.000400262	0.000422858	0.000405196	0.000477491	0.000412279	0.000366562	0.000432048	0.000385141	0.000401037
Tight.junction	1.24E-06	3.85E-06	1.55E-06	2.66E-06	2.55E-06	1.21E-06	4.40E-06	1.50E-06	5.79E-06	9.41E-06	3.07E-06	1.32E-05	2.59E-05	0.000128739	2.60E-05	1.21E-05	2.93E-05	1.04E-05	3.48E-06	2.34E-05	8.67E-06	5.89E-06	1.85E-05	7.76E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	1.08E-06	3.51E-08	0	1.16E-06	3.61E-07	1.64E-08	1.95E-07	1.64E-08	0	2.75E-07	0	3.43E-08	1.58E-08	1.03E-07	6.39E-07	1.95E-07	3.75E-07	4.93E-07	1.26E-08
Retrograde.endocannabinoid.signaling	1.68E-07	8.81E-07	4.25E-07	3.69E-07	5.50E-07	2.40E-07	1.05E-06	7.00E-07	5.58E-07	2.45E-06	7.02E-07	1.38E-06	5.43E-06	3.24E-05	6.30E-06	3.84E-06	5.98E-06	2.88E-06	1.27E-06	6.89E-06	1.00E-06	1.25E-06	4.63E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	3.98E-08	0	1.00E-08	1.14E-06	6.44E-09	0	0	9.01E-09	0	0	4.69E-08	0	0
Fructose.and.mannose.metabolism	0.007961216	0.008744492	0.007242048	0.007253416	0.007655195	0.007474529	0.007702319	0.008468999	0.007699846	0.008158776	0.008431441	0.007466563	0.00724121	0.0079258	0.007956098	0.007677632	0.007524769	0.00828007	0.008672817	0.009186786	0.006876828	0.009006967	0.007530749	0.007357708	0.007569121	0.007360947	0.00984586	0.009352933	0.009065073	0.009071184	0.008870552	0.007493846	0.008464481	0.007959948	0.009047479	0.008289864	0.007980461	0.009023999	0.007535047	0.007685839	0.008516742	0.007763816	0.011426937	0.00755643	0.008933267	0.008463671	0.008092517	0.009071062	0.008552355	0.009222183	0.007537794
Pathogenic.Escherichia.coli.infection	1.99E-06	1.70E-05	7.47E-06	1.04E-05	1.07E-05	3.54E-06	1.95E-05	9.97E-06	1.48E-05	4.91E-05	1.20E-05	3.55E-05	5.18E-05	0.000585207	0.000129502	6.71E-05	0.000147093	6.41E-05	7.79E-06	0.000107008	2.43E-05	8.91E-06	8.79E-05	1.19E-07	1.27E-07	1.55E-07	0	1.34E-08	2.92E-08	6.07E-06	9.10E-07	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	2.48E-07	1.64E-08	1.95E-07	1.64E-08	0	7.05E-08	0	3.43E-08	1.58E-08	9.18E-07	6.66E-07	1.64E-07	4.78E-07	1.01E-06	1.26E-08
Phototransduction...fly	7.25E-08	8.25E-07	1.75E-07	6.39E-07	2.81E-07	7.98E-08	7.07E-07	2.98E-07	3.74E-07	9.55E-07	5.11E-07	1.15E-06	1.78E-06	7.06E-06	2.13E-06	1.56E-06	3.20E-06	1.28E-06	5.92E-07	3.94E-06	1.07E-06	8.82E-07	2.16E-06	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	0	1.64E-08	1.95E-07	1.64E-08	0	7.05E-08	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	1.64E-07	3.25E-07	4.93E-07	1.26E-08
Basal.cell.carcinoma	1.63E-07	3.26E-07	2.29E-07	4.96E-07	3.77E-07	1.65E-07	3.01E-07	1.82E-07	3.52E-07	1.04E-06	2.20E-07	3.80E-07	7.56E-07	1.33E-05	3.06E-06	1.17E-06	2.57E-06	1.09E-06	8.54E-08	3.15E-06	3.83E-07	2.58E-07	1.83E-06	0	0	0	0	0	0	0	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	0	0	0	0	0	0	0	3.41E-08	0	1.32E-08	1.03E-08	0	0
Biotin.metabolism	0.002135664	0.002281593	0.001741772	0.001703685	0.001988904	0.001697841	0.0017725	0.002212754	0.002112508	0.001650267	0.001927253	0.001966178	0.001810236	0.001738243	0.002068005	0.00179266	0.001737627	0.002042473	0.001934389	0.001780582	0.001813033	0.002377459	0.002102749	0.002214131	0.00236132	0.002920482	0.002982385	0.002809604	0.002526271	0.002994158	0.002825957	0.002750568	0.002667338	0.003065257	0.002988949	0.002615401	0.002749008	0.002670381	0.002218834	0.00254746	0.003854356	0.002502734	0.00358555	0.002347518	0.002976974	0.002624312	0.002900302	0.003118084	0.002768197	0.002917547	0.002671583
Cyanoamino.acid.metabolism	0.001767651	0.001848165	0.001419217	0.001437965	0.001385701	0.001448279	0.001547396	0.00156188	0.0014518	0.001642834	0.001688751	0.001721559	0.001545927	0.001796619	0.001663338	0.001655625	0.001540451	0.001635796	0.00157362	0.001509232	0.002052686	0.001611374	0.001546033	0.001384912	0.001230555	0.001401367	0.001983927	0.001487158	0.001318232	0.001649465	0.001656585	0.001330996	0.001386635	0.001675188	0.001808048	0.00113213	0.001408115	0.001936651	0.001405742	0.001653657	0.001391898	0.001716497	0.002012023	0.001605459	0.001960503	0.001565111	0.001550179	0.00151866	0.001727041	0.002304669	0.001365653
Cell.cycle	8.93E-06	1.12E-05	9.29E-06	1.13E-05	1.27E-05	8.91E-06	1.65E-05	6.23E-06	1.41E-05	2.32E-05	1.10E-05	2.75E-05	4.89E-05	0.000238372	5.88E-05	3.39E-05	5.33E-05	2.68E-05	6.35E-06	5.36E-05	1.17E-05	6.76E-06	3.81E-05	4.85E-06	8.62E-07	2.88E-07	4.80E-08	6.75E-07	2.45E-07	4.98E-08	3.33E-07	4.48E-06	1.85E-06	1.61E-07	5.96E-07	1.46E-05	1.21E-06	2.38E-07	3.97E-06	2.25E-07	1.88E-07	5.67E-07	1.25E-07	1.83E-06	1.98E-07	1.40E-07	2.54E-06	3.59E-07	1.15E-06	0	2.80E-07
Renin.angiotensin.system	0	0	9.59E-08	1.62E-07	1.56E-07	0	0	0	1.23E-06	0	2.02E-07	4.32E-07	2.29E-05	1.19E-06	0	3.74E-07	0	1.13E-07	9.56E-08	0	0	0	3.33E-07	1.80E-05	1.86E-05	4.84E-07	0	0	0	0	8.56E-08	0	4.37E-06	0	7.01E-07	3.87E-06	9.01E-06	7.37E-06	1.99E-06	7.07E-06	0	5.45E-06	0	1.40E-06	3.36E-06	0	1.12E-05	2.79E-05	1.35E-06	3.71E-07	7.56E-07
Carbon.fixation.in.photosynthetic.organisms	0.003336748	0.003375221	0.003467512	0.00355633	0.003382931	0.003510631	0.003448559	0.003409406	0.003470177	0.003566333	0.00346784	0.003253648	0.003336853	0.003446529	0.003087106	0.003419214	0.003445253	0.003337071	0.003361293	0.003537302	0.003203683	0.003247634	0.003382989	0.003276781	0.003179944	0.002841043	0.002674431	0.002451814	0.002898006	0.00284781	0.003152976	0.003437224	0.003501178	0.002862633	0.002906537	0.002827565	0.003227676	0.002835283	0.003400223	0.003023312	0.002519354	0.003239495	0.002521155	0.00323974	0.002972875	0.003420277	0.003040048	0.00302099	0.003138411	0.002808928	0.00285143
Lysosome	0.000275088	0.000311761	0.000168286	0.000175155	0.000166612	0.000152465	0.000208365	0.000248038	0.000188842	0.000223073	0.000274673	0.000215466	0.00022083	0.000667544	0.000323904	0.000255824	0.000285517	0.000239332	0.00020516	0.00028368	0.000311553	0.000227287	0.000252017	0.000213758	0.000199512	0.000147427	0.000542038	0.000174802	0.00019864	0.000351137	0.000462689	0.00025054	0.000233316	0.000430322	0.000450416	0.000124942	0.000291325	0.000454356	0.000188833	0.000316221	0.000496701	0.000317318	0.000718468	0.000237261	0.000567363	0.000363693	0.000392461	0.000440794	0.00051514	0.000545114	0.000189149
MAPK.signaling.pathway...fly	2.28E-08	6.42E-08	2.05E-08	0	2.57E-08	1.54E-08	7.02E-08	4.41E-08	2.47E-08	1.27E-07	3.52E-08	1.09E-07	3.19E-07	1.67E-06	3.58E-07	2.31E-07	2.83E-07	1.27E-07	8.02E-08	4.12E-07	1.60E-07	1.41E-07	3.48E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Valine..leucine.and.isoleucine.biosynthesis	0.002341113	0.002210086	0.001855156	0.00167219	0.001592951	0.001737649	0.002147459	0.002245601	0.001699645	0.001826917	0.001995246	0.001874971	0.001610421	0.001324742	0.001996991	0.001820679	0.002105452	0.002249447	0.002374038	0.002208073	0.002331399	0.00256265	0.001986213	0.002181179	0.002721119	0.00266788	0.002759287	0.002826952	0.002990659	0.002715831	0.002961508	0.002357348	0.002432347	0.002898267	0.002918534	0.0021702	0.00242901	0.002854851	0.00220292	0.002354647	0.003420011	0.002247867	0.002574573	0.002388961	0.002803588	0.001968888	0.002743365	0.002842671	0.00256393	0.002953461	0.002994346
Thyroid.hormone.signaling.pathway	5.30E-07	2.40E-06	8.36E-07	1.53E-06	1.22E-06	6.40E-07	2.05E-06	1.26E-06	1.41E-06	5.17E-06	1.26E-06	2.84E-06	8.80E-06	5.88E-05	1.19E-05	6.59E-06	1.18E-05	5.41E-06	1.33E-06	1.28E-05	2.66E-06	2.51E-06	9.36E-06	1.19E-07	1.27E-07	7.92E-09	0	4.15E-08	2.74E-07	3.55E-08	2.03E-07	2.44E-07	8.91E-07	3.51E-08	0	2.23E-07	6.34E-08	1.64E-08	2.48E-07	1.64E-08	4.14E-08	2.14E-07	6.44E-09	3.43E-08	1.58E-08	1.67E-07	5.91E-07	1.77E-07	4.08E-07	5.07E-07	1.26E-08
Glioma	1.49E-07	4.67E-07	1.88E-07	3.60E-07	4.02E-07	1.54E-08	6.96E-07	1.72E-07	5.21E-07	1.62E-06	5.90E-07	1.30E-06	2.53E-06	1.41E-05	3.78E-06	2.24E-06	4.99E-06	2.06E-06	3.05E-07	5.86E-06	7.79E-07	4.23E-07	3.11E-06	0	0	0	0	2.81E-08	0	3.55E-08	0	0	0	0	0	0	0	0	3.51E-08	0	0	5.17E-09	0	0	0	0	0	0	3.66E-08	1.38E-08	0
Tetracycline.biosynthesis	0.000168476	0.000210825	0.00013292	0.000115855	0.000144391	0.000169049	0.00014437	0.000242162	0.000125355	0.000141425	0.000160747	0.000117568	0.000118858	8.53E-05	0.00018218	0.000124292	0.000150016	0.00018	0.000192823	0.000162192	0.000179524	0.000220231	0.00013742	0.000233618	0.000289161	0.000252443	0.00017363	0.000347178	0.000413395	0.000186149	0.000167723	0.000241517	0.000270698	0.000238156	0.000226203	0.000231788	0.000233634	0.000160181	0.000153039	0.000165979	0.000296077	0.000173721	0.000300686	0.000186211	0.000182342	0.00021431	0.000213408	0.000260082	0.000223057	0.000265031	0.000287323
DDT.degradation	5.73E-06	1.09E-05	4.16E-06	5.21E-06	7.22E-06	6.57E-06	9.96E-06	5.65E-06	9.08E-06	6.62E-06	7.05E-06	4.61E-06	6.56E-06	1.28E-05	6.81E-06	6.28E-06	4.26E-06	7.48E-06	5.43E-06	8.39E-06	3.86E-06	9.95E-06	7.15E-06	6.80E-07	2.18E-07	5.68E-07	2.01E-07	0	1.76E-06	1.45E-06	2.11E-06	2.68E-06	5.23E-06	6.45E-06	1.79E-06	3.64E-06	2.75E-06	1.50E-06	2.68E-06	1.28E-06	7.85E-08	9.27E-07	0	1.04E-06	5.44E-06	1.75E-06	3.65E-06	1.49E-06	1.55E-06	7.45E-06	5.24E-07
Olfactory.transduction	1.45E-07	9.84E-07	5.31E-07	5.82E-07	7.80E-07	2.24E-07	1.34E-06	6.09E-07	7.79E-07	3.16E-06	7.06E-07	1.72E-06	1.75E-06	3.71E-05	7.83E-06	3.81E-06	8.16E-06	3.90E-06	2.61E-07	9.47E-06	6.06E-07	2.77E-07	5.63E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	1.86E-08	0	1.00E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
Pancreatic.secretion	4.57E-06	2.68E-05	1.13E-05	2.39E-05	2.19E-05	3.76E-06	3.40E-05	1.28E-05	2.99E-05	8.40E-05	1.85E-05	3.18E-05	4.12E-05	0.000967253	0.000218816	0.000100109	0.000197008	0.000103892	6.79E-06	0.000193367	1.83E-05	7.85E-06	0.000151869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreatic.cancer	1.51E-07	5.35E-07	1.16E-07	1.46E-07	3.93E-08	1.54E-08	5.61E-07	3.06E-07	1.50E-07	1.52E-06	3.26E-07	9.53E-07	3.85E-06	2.05E-05	3.43E-06	1.32E-06	3.46E-06	1.43E-06	1.66E-07	2.50E-06	5.08E-07	4.18E-07	2.24E-06	1.45E-06	0	5.40E-07	0	8.20E-08	0	0	0	3.74E-07	5.49E-07	0	0	0	4.10E-07	0	5.08E-07	6.03E-07	0	5.17E-09	0	0	0	3.97E-07	7.04E-07	4.45E-07	1.73E-06	1.57E-06	1.26E-06
Ubiquitin.mediated.proteolysis	3.83E-06	1.71E-05	7.58E-06	1.04E-05	1.60E-05	3.66E-06	1.78E-05	3.00E-06	1.77E-05	5.21E-05	1.73E-05	2.44E-05	0.000119295	0.000714449	0.00016262	6.79E-05	0.000162145	5.86E-05	4.12E-06	0.000127896	1.46E-05	5.21E-06	9.12E-05	1.67E-06	0	0	1.92E-07	1.02E-06	0	0	2.22E-07	9.72E-07	0	0	7.36E-07	0	0	7.70E-07	3.89E-07	5.83E-07	5.49E-07	9.85E-08	4.02E-07	0	0	4.59E-07	0	0	7.69E-07	5.33E-07	0
Estrogen.signaling.pathway	0.000239506	0.000226529	0.00025501	0.000275045	0.000255714	0.000293208	0.000250337	0.000245427	0.000264361	0.000247785	0.000242098	0.000270692	0.000332302	0.00040493	0.000252876	0.00025869	0.000250788	0.000233264	0.000236514	0.000247621	0.000199102	0.000232462	0.000263415	0.000229338	0.000251338	0.00020346	0.000168337	0.000161971	0.000200687	0.000204562	0.000221549	0.000233191	0.000215959	0.000205597	0.000207426	0.000196607	0.000241006	0.000199256	0.000236551	0.000246144	0.000156602	0.000231128	0.000171711	0.000259269	0.000220269	0.00026411	0.00024231	0.000225193	0.0002326	0.000219746	0.000205906
Butirosin.and.neomycin.biosynthesis	0.000156427	0.000177225	0.000151436	0.000140325	0.000139755	0.000146532	0.000148059	0.000134623	0.000138816	0.000129971	0.000139558	0.000140283	0.00012522	0.000136518	0.000137489	0.000146706	0.000144536	0.000156447	0.000158435	0.000178459	0.000125135	0.000162366	0.000129168	0.000146018	0.000151652	0.000171096	0.000160554	0.000159431	0.000226624	0.000182592	0.000217801	0.00015078	0.000155288	0.00016916	0.000205602	0.000115745	0.000155088	0.000218972	0.000156483	0.000143181	0.000153175	0.000186089	0.00023095	0.000155942	0.000215948	0.00016952	0.000167784	0.000184816	0.000192254	0.000215775	0.000210662
Staphylococcus.aureus.infection	4.21E-05	3.45E-05	6.07E-05	3.85E-05	5.17E-05	5.92E-05	0.000122419	2.55E-05	3.66E-05	6.33E-05	2.74E-05	1.37E-05	3.70E-05	3.73E-05	0.00019949	5.32E-05	6.19E-05	5.28E-05	6.18E-05	2.83E-05	0.000628428	4.43E-05	4.82E-05	0.000198108	0.000217969	0.000360503	0.000188986	0.001087571	0.000833238	0.000163375	0.000111962	0.000185089	0.00019508	0.000146631	8.44E-05	0.000181863	6.48E-05	5.84E-05	0.000128944	3.49E-05	0.000639889	2.49E-05	3.26E-05	3.47E-05	8.36E-05	1.10E-05	5.88E-05	1.64E-05	1.95E-05	6.03E-05	9.34E-05
Biosynthesis.of.vancomycin.group.antibiotics	0.000505473	0.000465216	0.000448445	0.000503434	0.000490645	0.000445276	0.000429809	0.000592029	0.000581145	0.000518681	0.000546254	0.000533603	0.000519918	0.000551918	0.000523115	0.000470039	0.000473679	0.00045991	0.000466432	0.000530871	0.00043451	0.000435003	0.000494838	0.000279513	0.000390795	0.000355228	0.000452862	0.000284759	0.000397961	0.00041455	0.000401481	0.000380009	0.000313592	0.000472741	0.000424028	0.000325605	0.000478061	0.000452845	0.000341815	0.00039368	0.000316921	0.000414241	0.000373197	0.000393283	0.000452437	0.000351034	0.0003968	0.000496973	0.000412647	0.000556692	0.000336091
Carbon.metabolism	0.015317933	0.015842109	0.016158301	0.015928565	0.015970313	0.016122785	0.015943492	0.015512465	0.015930374	0.015994052	0.015897049	0.015825885	0.015467253	0.015409611	0.015001668	0.016482025	0.016392221	0.016032908	0.016195167	0.016159072	0.014892153	0.015282144	0.015688523	0.016304816	0.014884342	0.014628088	0.01367523	0.013809019	0.014668675	0.014106043	0.015087739	0.017179015	0.017026821	0.013934412	0.01439544	0.015868416	0.015261569	0.01392472	0.016151564	0.01498631	0.01401179	0.015470715	0.014181777	0.016186614	0.014309488	0.016966072	0.015524092	0.014706965	0.015597559	0.014359468	0.014634046
Natural.killer.cell.mediated.cytotoxicity	2.28E-08	6.42E-08	2.05E-08	0	2.57E-08	1.54E-08	7.02E-08	4.41E-08	2.47E-08	1.27E-07	3.52E-08	1.09E-07	3.19E-07	1.67E-06	3.58E-07	2.31E-07	2.83E-07	1.27E-07	8.02E-08	4.12E-07	1.60E-07	1.41E-07	3.48E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Fluorobenzoate.degradation	8.26E-07	1.45E-06	6.03E-06	1.33E-06	3.69E-06	9.29E-07	2.23E-06	7.62E-07	1.49E-06	2.60E-06	1.42E-06	6.34E-07	3.23E-06	2.12E-06	3.25E-06	2.13E-06	3.50E-06	3.64E-06	3.22E-06	2.49E-06	1.47E-06	1.52E-06	5.05E-06	2.31E-05	2.88E-06	3.94E-06	4.15E-05	5.97E-05	9.87E-07	8.93E-06	6.91E-06	6.65E-06	9.58E-06	4.24E-06	2.15E-06	5.70E-05	1.50E-06	9.77E-06	3.27E-06	2.28E-07	1.08E-05	1.34E-05	7.86E-05	3.52E-07	2.45E-06	1.42E-06	4.96E-06	1.40E-06	1.47E-06	5.32E-06	7.38E-07
Various.types.of.N.glycan.biosynthesis	8.12E-07	1.35E-06	1.89E-06	2.43E-06	1.51E-06	2.18E-06	5.65E-07	1.10E-06	1.84E-06	3.18E-06	9.57E-07	1.82E-06	3.11E-05	3.35E-05	5.27E-06	5.50E-06	9.83E-06	3.80E-06	4.23E-06	6.11E-06	3.92E-06	3.46E-06	6.36E-06	8.94E-06	1.13E-06	2.51E-07	0	2.95E-07	3.67E-07	5.80E-08	5.22E-07	6.30E-06	1.95E-06	1.18E-07	1.58E-07	2.54E-05	9.72E-07	4.26E-07	4.92E-06	4.02E-07	3.92E-08	4.67E-07	0	4.36E-06	1.16E-07	2.38E-07	8.08E-07	3.95E-07	5.62E-07	2.99E-07	5.01E-07
Fatty.acid.biosynthesis	0.002641683	0.002602322	0.002024312	0.001994313	0.002187294	0.001913018	0.002213419	0.00250784	0.002399145	0.001924506	0.002263104	0.00232091	0.00213789	0.001865871	0.00221059	0.002058362	0.001970392	0.002246048	0.002198267	0.001988115	0.002378076	0.002584586	0.002390708	0.002360713	0.00268666	0.003000717	0.00304146	0.003131886	0.003290923	0.003049204	0.003021893	0.00287465	0.002726916	0.003356476	0.00328102	0.002078028	0.002794515	0.003079647	0.002393232	0.002819376	0.003487699	0.002676039	0.002884353	0.002881008	0.003268184	0.003190115	0.003034121	0.003198925	0.003196715	0.00329342	0.003110062
Zeatin.biosynthesis	0.000700938	0.000635534	0.000674223	0.000669727	0.000650871	0.000650337	0.000669905	0.000598169	0.000653595	0.000661399	0.000669067	0.000590003	0.000592517	0.000564572	0.000497492	0.000587894	0.000592828	0.000537047	0.00061127	0.000489508	0.000562891	0.000629166	0.000574652	0.000610616	0.000519895	0.000484914	0.000810783	0.000394367	0.000407055	0.00070487	0.000765476	0.000651501	0.000595703	0.000713133	0.000772944	0.000443152	0.00067051	0.000768654	0.000691484	0.00085101	0.000375887	0.000778858	0.000552223	0.000745591	0.000829346	0.000816831	0.00066635	0.000729612	0.000796523	0.000667553	0.000428656
Degradation.of.aromatic.compounds	0.000320069	0.000356853	0.000438339	0.000357193	0.000442848	0.000440632	0.000331448	0.000431456	0.000407401	0.000413361	0.000386834	0.000309604	0.000388371	0.00036468	0.000423715	0.000358077	0.000400731	0.000433524	0.000399784	0.000422843	0.000469678	0.000398749	0.00040616	0.000448219	0.000319398	0.00038829	0.000500166	0.000727269	0.000240725	0.000358326	0.000278488	0.000352015	0.000317026	0.000386465	0.000285515	0.000830325	0.000251578	0.000318354	0.000323322	0.000307133	0.000510995	0.000285666	0.00068334	0.000260609	0.000265472	0.000286381	0.000310697	0.000254354	0.000245859	0.000256669	0.000247897
Endocytosis	5.16E-06	1.99E-05	7.78E-06	1.29E-05	1.19E-05	4.01E-06	1.46E-05	9.36E-06	1.05E-05	4.61E-05	1.23E-05	3.18E-05	0.000104057	0.000554886	0.000118441	5.44E-05	0.00012965	4.56E-05	1.10E-05	9.26E-05	1.73E-05	9.23E-06	7.60E-05	1.92E-06	4.72E-07	6.37E-08	0	8.10E-07	1.32E-07	1.54E-07	5.20E-07	4.67E-06	3.88E-06	1.75E-07	6.59E-07	7.99E-07	2.47E-07	2.76E-07	1.94E-06	3.41E-07	0	1.90E-06	3.03E-08	1.07E-06	5.51E-07	1.52E-06	3.36E-06	2.95E-06	4.04E-06	3.83E-06	4.86E-07
Amino.sugar.and.nucleotide.sugar.metabolism	0.011657861	0.012790196	0.011521978	0.011794479	0.011632486	0.011812582	0.011712103	0.011719102	0.011999656	0.011887132	0.011492829	0.012524419	0.011815249	0.012832503	0.012748913	0.012547798	0.012753767	0.012635114	0.013060744	0.013659985	0.011676254	0.011985538	0.012226391	0.013008757	0.012543431	0.014129786	0.013860115	0.013962809	0.017176721	0.015079389	0.014797063	0.012616966	0.01352313	0.013481382	0.014437317	0.011890548	0.013486052	0.014876591	0.012921707	0.013155945	0.012579786	0.012946716	0.017583737	0.01358511	0.01528138	0.015219968	0.013244843	0.014291021	0.014319083	0.016229247	0.014559486
ErbB.signaling.pathway	3.12E-07	6.39E-07	2.91E-07	5.88E-07	5.23E-07	1.80E-07	5.76E-07	3.08E-07	6.26E-07	1.82E-06	5.12E-07	9.69E-07	2.85E-06	2.10E-05	4.85E-06	2.26E-06	4.68E-06	2.00E-06	3.59E-07	5.44E-06	8.53E-07	5.85E-07	3.44E-06	0	0	0	0	2.81E-08	0	3.55E-08	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	3.51E-08	0	0	5.17E-09	0	0	0	3.41E-08	0	1.32E-08	4.69E-08	1.38E-08	0
